work_ID,work_species,work_author,trait_value_1.2.2,trait_value_1.6.3,trait_value_3.2.3,trait_value_4.1.3,agreement_1.2.2,cv_1.6.3,cv_3.2.3,cv_4.1.3,n_1.2.2,n_1.6.3,n_3.2.3,n_4.1.3,references_1.2.2,references_1.6.3,references_3.2.3,references_4.1.3
296831,Piper melanocladum,C.DC.,shrub,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,"10219,10220,10250",NA,NA,NA
296833,Piper otophorum,C.DC.,herb,NA,NA,NA,0.75,NA,NA,NA,2,NA,NA,NA,"10219,10250",NA,NA,NA
296834,Piper polytrichum,C.DC.,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,-10233,NA,NA,NA
296838,Piper urophyllum,C.DC.,subshrub,NA,NA,NA,0.75,NA,NA,NA,2,NA,NA,NA,"10219,10250",NA,NA,NA
296839,Piper urostachyum,Hemsl.,herb,NA,0.00256,NA,1,NA,NA,NA,1,NA,1,NA,10250,NA,10255,NA
296840,Piper yzabalanum,C.DC.,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,-10233,NA,NA,NA
296845,Pityrogramma ferruginea,(Kunze) Maxon,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10220,10223",NA,NA,NA
296847,Pluchea baccharis,(Mill.) Pruski,forb,NA,3e-5,NA,1,NA,NA,NA,1,NA,1,NA,+10129,NA,10255,NA
296849,Polybotrya alfredii,Brade,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10250,NA,NA,NA
296862,Ravenia rosea,Standl.,shrub,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10219,10250",NA,NA,NA
296866,Rinorea dasyadena,A.Robyns,tree,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10219,10250",NA,NA,NA
296871,Rousselia erratica,Standl. & Steyerm.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10250,NA,NA,NA
296880,Ruellia terminalis,(Nees) Wassh.,herb,NA,NA,NA,0.867,NA,NA,NA,5,NA,NA,NA,"10027,10219,10220,10223,10250",NA,NA,NA
296883,Ruprechtia costata,Meisn.,tree,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10250,NA,NA,NA
296891,Schistophragma mexicanum,Benth. ex D.Dietr.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10250,NA,NA,NA
296897,Senna guatemalensis,(Donn.Sm.) H.S.Irwin & Barneby,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10222,NA,NA,NA
296913,Solanum canense,Rydb.,herb,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,"10219,10220,10250",NA,NA,NA
296920,Solenophora calycosa,Donn.Sm.,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,-10233,NA,NA,NA
296927,Sticherus furcatus,(L.) Ching,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10250,NA,NA,NA
296931,Stigmatopteris sordida,C.Chr.,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10220,10250",NA,NA,NA
296936,Tagetes subulata,Cerv.,herb,NA,6e-4,NA,1,NA,NA,NA,1,NA,1,NA,"-10233,10250",NA,10255,NA
296937,Tectaria athyrioides,C.Chr.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10250,NA,NA,NA
296938,Tectaria faberiana,A.Rojas,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10250,NA,NA,NA
296944,Telanthophora grandifolia,(Less.) H.Rob. & Brettell,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,-10233,NA,NA,NA
296946,Terminalia bucidoides,Standl. & L.O.Williams,tree,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10223,10350",NA,NA,NA
296951,Thelypteris atrovirens,(C.Chr.) C.F.Reed,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10250,NA,NA,NA
296957,Thelypteris inaequans,(C.Chr.) Lellinger,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10220,10250",NA,NA,NA
296961,Thelypteris nicaraguensis,(E.Fourn.) C.V.Morton,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10250,NA,NA,NA
296963,Thelypteris turrialbae,(Rosenst.) C.V.Morton,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10250,NA,NA,NA
296967,Trichomanes curtii,Rosenst.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10250,NA,NA,NA
296968,Trichostigma polyandrum,(Loes.) H.Walter,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"-10233,10250",NA,NA,NA
296972,Triumfetta polyandra,Sessé & Moc. ex DC.,shrub,NA,0.0085,NA,1,NA,NA,NA,1,NA,1,NA,-10233,NA,10255,NA
296981,Verbesina myriocephala,Sch.Bip. ex Klatt,tree,NA,0.004,NA,1,NA,NA,NA,1,NA,1,NA,-10233,NA,10255,NA
296989,Voyria truncata,(Standl.) Standl. & Steyerm.,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10250,10223",NA,NA,NA
296991,Wedelia iners,(S.F.Blake) Strother,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10219,10250",NA,NA,NA
297003,Zornia thymifolia,Kunth,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10250,NA,NA,NA
297007,Adiantum squamulosum,J.Prado & A.R.Sm.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297008,Ancistrotropis firmula,(Mart. ex Benth.) A.Delgado,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297009,Annona herzogii,(R.E.Fr.) H.Rainer,tree,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,"10203,10218,10246,10223,10350",NA,NA,NA
297010,Arachis benensis,"Krapov., W.C.Greg. & C.E.Simpson",herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297011,Arachis trinitensis,Krapov. & W.C.Greg.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297012,Arachis williamsii,Krapov. & W.C.Greg.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297013,Bauhinia corniculata,Benth.,shrub,NA,NA,NA,0.833,NA,NA,NA,6,NA,NA,NA,"10250,10262,10223,10350,10218,10246",NA,NA,NA
297014,Bauhinia pentandra,(Bong.) Vogel ex D.Dietr.,shrub,NA,NA,NA,0.667,NA,NA,NA,6,NA,NA,NA,"10222,10336,10350,10218,10246",NA,NA,NA
297017,Bonyunia antoniifolia,Progel,tree,NA,NA,NA,0.75,NA,NA,NA,4,NA,NA,NA,"10246,10262,10218,10350",NA,NA,NA
297021,Cereus trigonodendron,K.Schum. ex Ule,tree,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10246,NA,NA,NA
297022,Chamaecrista didyma,H.S.Irwin & Barneby,shrub,NA,NA,NA,0.75,NA,NA,NA,2,NA,NA,NA,"10262,10218",NA,NA,NA
297023,Chelonanthus matogrossensis,(J.G.M.Pers. & Maas) Struwe & V.A.Albert,subshrub,NA,NA,NA,0.75,NA,NA,NA,2,NA,NA,NA,"10218,10262",NA,NA,NA
297025,Cojoba beckii,Barneby & J.W.Grimes,tree,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10246",NA,NA,NA
297026,Connarus martii,G.Schellenb.,tree,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,"10218,10246,10262,10350",NA,NA,NA
297027,Cuphea myrtifolia,Bacig.,subshrub,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10262",NA,NA,NA
297028,Dacryodes paraensis,Cuatrec.,tree,NA,NA,NA,0.875,NA,NA,NA,4,NA,NA,NA,"10218,10262,10350,10246",NA,NA,NA
297029,Darcyanthus spruceanus,(Hunz.) Hunz. ex N.A.Harriman,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10223",NA,NA,NA
297032,Elaphoglossum praetrepidans,M.Kessler,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297035,Guapira boliviana,(Britton) Lundell,tree,NA,NA,NA,0.667,NA,NA,NA,3,NA,NA,NA,"10246,10350",NA,NA,NA
297037,Henriettea lasiostylis,Pilg.,tree,NA,NA,NA,0.929,NA,NA,NA,7,NA,NA,NA,"10218,10220,10246,10250,10262,10223,10350",NA,NA,NA
297038,Heteropterys corumbensis,Kuntze,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10262,NA,NA,NA
297040,Hibiscus paludicola,Fryxell & Krapov.,shrub,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10262",NA,NA,NA
297044,Lepidaploa virentiformis,(Malme) H.Rob.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297045,Lessingianthus laevigatus,(Mart. ex DC.) H.Rob.,subshrub,NA,NA,NA,0.667,NA,NA,NA,3,NA,NA,NA,"10222,10262",NA,NA,NA
297047,Lonchocarpus lomentaceus,M.Sousa,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297048,Lophopterys occidentalis,W.R.Anderson & C.Davis,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297052,Megalastrum yungense,(C.Chr. & Rosenst.) A.R.Sm. & R.C.Moran,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297054,Mickelia lindigii,"(Mett.) R.C.Moran, Labiak & Sundue",herb,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,"10218,10250,10262",NA,NA,NA
297055,Miconia boomii,Wurdack,tree,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,"10218,10246,10350",NA,NA,NA
297057,Mimosa corynadenia,Britton & Rose,subshrub,NA,NA,NA,0.75,NA,NA,NA,2,NA,NA,NA,"10218,10262",NA,NA,NA
297058,Mimosa neptunioides,Harms,subshrub,NA,NA,NA,0.75,NA,NA,NA,2,NA,NA,NA,"10262,10218",NA,NA,NA
297060,Monopyle reflexa,(Rusby) Roalson & Boggan,herb,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,"10218,10262,10223",NA,NA,NA
297061,Muellera sericea,(Micheli) M.J.Silva & A.M.G.Azevedo,tree,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10222,10262,10218,10246",NA,NA,NA
297062,Naucleopsis macrophylla,Miq.,tree,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,"10218,10246,10250,10262,10350",NA,NA,NA
297063,Neea brittonii,Standl.,tree,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,"10218,10246,10350",NA,NA,NA
297064,Neocuatrecasia tysonii,H.Rob.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297066,Ouratea latifolia,(Erhard) Tiegh.,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297071,Phoradendron polygynum,(H.Karst.) Eichler,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10262,NA,NA,NA
297073,Piper cingens,C.DC.,subshrub,2,NA,NA,1,NA,NA,NA,1,1,NA,NA,10218,10233,NA,NA
297074,Piper conquistanum,Yunck.,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297075,Piper fonteboanum,Yunck.,shrub,NA,NA,NA,0.667,NA,NA,NA,3,NA,NA,NA,"10262,10350",NA,NA,NA
297076,Piper ivonense,Yunck.,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297077,Piper longichaetum,Yunck.,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297080,Portulaca lanuginosa,Kunth,herb,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,"10218,10250,10223",NA,NA,NA
297081,Pterandra hirsuta,C.E.Anderson,tree,NA,NA,NA,0.833,NA,NA,NA,3,NA,NA,NA,"10218,10262,10350",NA,NA,NA
297082,Pteris buchtienii,Rosenst.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297084,Ruellia nitida,(Nees) Wassh. & J.R.I.Wood,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10262",NA,NA,NA
297090,Solanum moxosense,M.Nee,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297093,Solanum proteanthum,Bohs,tree,NA,NA,NA,0.7,NA,NA,NA,5,NA,NA,NA,"-10233,10246,10262,10223,10350",NA,NA,NA
297094,Sparattanthelium burchellii,Rusby,shrub,NA,NA,NA,0.667,NA,NA,NA,3,NA,NA,NA,"10262,10350",NA,NA,NA
297095,Steinbachiella leptoclada,Harms,tree,NA,NA,NA,0.667,NA,NA,NA,3,NA,NA,NA,"10203,10246",NA,NA,NA
297097,Stryphnodendron foreroi,E.M.O.Martins,tree,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,"10218,10246,10262,10350",NA,NA,NA
297098,Swartzia costata,(Rusby) R.S.Cowan,tree,NA,NA,NA,0.75,NA,NA,NA,4,NA,NA,NA,"10262,10350,10218,10246",NA,NA,NA
297099,Swartzia peruviana,(R.S.Cowan) Torke,tree,NA,NA,NA,0.875,NA,NA,NA,4,NA,NA,NA,"10218,10246,10223,10350",NA,NA,NA
297100,Tachigali chrysaloides,van der Werff,tree,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,"10218,10246,10262,10350",NA,NA,NA
297104,Trigonia killipii,J.F.Macbr.,shrub,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,"10218,10262,10223",NA,NA,NA
297106,Utricularia warmingii,Kamienski,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10262,NA,NA,NA
297107,Vachellia albicorticata,(Burkart) Seigler & Ebinger,tree,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10203,-10233,10246,10218",NA,NA,NA
297109,Vernonanthura prenanthoides,(Gleason) H.Rob.,subshrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297110,Wedelia rudis,(Baker) H.Rob.,subshrub,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10262",NA,NA,NA
297111,Zapoteca scutellifera,(Benth.) H.M.Hern.,shrub,NA,NA,NA,0.75,NA,NA,NA,2,NA,NA,NA,"10262,10218",NA,NA,NA
297112,Abarema centiflora,Barneby & J.W.Grimes,tree,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10246",NA,NA,NA
297115,Abutilon fuscicalyx,Ulbr.,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297116,Abutilon viscosum,(L.) Dorr,subshrub,NA,0.00169,NA,0.667,NA,NA,NA,2,NA,1,NA,"+10060,10218,10222,+10129,10250",NA,10255,NA
297117,Acaena boliviana,Gand.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297118,Acaena longiscapa,Bitter,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297119,Acalypha machiensis,Cardiel & P.Muñoz,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297120,Acalypha neeana,Cardiel & P.Muñoz,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297123,Acaulimalva dryadifolia,(Solms) Krapov.,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10223",NA,NA,NA
297124,Acaulimalva oriastrum,(Wedd.) Krapov.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297125,Acaulimalva pazensis,Krapov.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297126,Acaulimalva rhizantha,(A.Gray) Krapov.,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10223",NA,NA,NA
297127,Acaulimalva steinbachii,Krapov.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297128,Achyrocline celosioides,DC.,herb,NA,NA,NA,0.667,NA,NA,NA,3,NA,NA,NA,"10218,10220",NA,NA,NA
297133,Adenostemma involucratum,R.M.King & H.Rob.,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10262",NA,NA,NA
297134,Adesmia kieslingii,Ulibarri,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297136,Adiantum dawsonii,Lellinger & J.Prado,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10262",NA,NA,NA
297137,Adiantum dolosum,Kunze,herb,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,"10218,10220,10262",NA,NA,NA
297138,Adiantum multisorum,A.Samp.,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10262",NA,NA,NA
297139,Adiantum ornithopodum,C.Presl,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10262",NA,NA,NA
297140,Adiantum ruizianum,Klotzsch,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10223",NA,NA,NA
297141,Adiantum solomonii,J.Prado,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297143,Aeschynomene racemosa,Vogel,shrub,NA,NA,NA,0.667,NA,NA,NA,2,NA,NA,NA,"10218,10262",NA,NA,NA
297145,Agalinis brevifolia,(Rusby) S.Beck,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297146,Agalinis humilis,(Diels) D'Arcy,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297147,Agalinis tarijensis,(R.E.Fr.) D'Arcy,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297148,Ageratina acevedoi,H.Rob.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297151,Albizia coripatensis,(Rusby) Schery,tree,NA,NA,NA,0.75,NA,NA,NA,2,NA,NA,NA,"10218,10246",NA,NA,NA
297152,Allophylus angustatus,(Triana & Planch.) Radlk.,tree,NA,NA,NA,1,NA,NA,NA,6,NA,NA,NA,"10218,10219,10246,10250,10262,10350",NA,NA,NA
297153,Allophylus leptostachys,Radlk.,tree,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10246",NA,NA,NA
297154,Alloplectus weirii,(Kuntze) Wiehler,herb,NA,NA,NA,0.75,NA,NA,NA,2,NA,NA,NA,"10223,10250",NA,NA,NA
297155,Alsophila minervae,Lehnert,tree,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10246",NA,NA,NA
297158,Amicia micrantha,Harms,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297160,Anatherostipa coroi,F. Rojas,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297161,Anatherostipa orurensis,F. Rojas,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297162,Anchietea frangulifolia,(Kunth) Melch.,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10250,NA,NA,NA
297163,Anchietea sellowiana,Cham. & Schltdl.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10223,NA,NA,NA
297164,Ancistrotropis peduncularis,(Fawc. & Rendle) A.Delgado,forb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10129,NA,NA,NA
297165,Ancistrotropis subhastata,(Verdc.) A.Delgado,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297167,Andeimalva mandonii,(Baker f.) J.A.Tate,shrub,NA,NA,NA,0.75,NA,NA,NA,2,NA,NA,NA,"10223,10218",NA,NA,NA
297168,Anemia lanuginosa,Bongard,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10262",NA,NA,NA
297169,Anemia rotundifolia,Schrad.,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10262",NA,NA,NA
297170,Anemia smithii,Brade,herb,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,"10218,10220,10250,10262",NA,NA,NA
297171,Anemia trichorhiza,Gardner,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218,10262",NA,NA,NA
297172,Angelonia acuminatissima,Herzog,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10222",NA,NA,NA
297176,Annona macrocalyx,R.E.Fr.,tree,NA,NA,NA,0.875,NA,NA,NA,4,NA,NA,NA,"10218,10223,10350,10246",NA,NA,NA
297178,Anthericum pratense,Ravenna,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297179,Anthericum tunarianum,Ravenna,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297180,Aphanactis boliviana,H.Rob.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297181,Aphanes andicola,Rothm.,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10223",NA,NA,NA
297182,Aphanes parvula,Gutte,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297183,Aphelandra kolobantha,Lindau,subshrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297184,Aphelandra macrostachya,Nees,shrub,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,"10218,10220,10250,10262",NA,NA,NA
297185,Apinagia fluitans,P.Royen,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10262",NA,NA,NA
297187,Arachis chiquitana,"Krapov., W.C.Greg. & C.E.Simpson",herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297188,Arachis cruziana,"Krapov., W.C.Greg. & C.E.Simpson",herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297189,Arachis glandulifera,Stalker,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10262",NA,NA,NA
297190,Arachis gregoryi,"C.E.Simpson, Krapov. & Valls",herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10262",NA,NA,NA
297191,Arachis herzogii,"Krapov., W.C.Greg. & C.E.Simpson",herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297192,Arachis ipaensis,Krapov. & W.C.Greg.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297193,Arachis kempff-mercadoi,"Krapov., W.C.Greg. & C.E.Simpson",herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10262",NA,NA,NA
297194,Arachis krapovickasii,"C.E.Simpson, D.E.Williams, Valls & I.G.Vargas",herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297195,Arachis magna,"Krapov., W.C.Greg. & C.E.Simpson",herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10262",NA,NA,NA
297196,Arachis matiensis,"Krapov., W.C.Greg. & C.E.Simpson",herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10262",NA,NA,NA
297197,Arachis rigonii,Krapov. & W.C.Greg.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297198,Arachis simpsonii,Krapov. & W.C.Greg.,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10262",NA,NA,NA
297199,Arenaria andina,Rohrb.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297200,Arenaria boliviana,F.N.Williams,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10223",NA,NA,NA
297201,Arenaria dicranoides,Kunth,herb,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,"10218,10220,10250,10223",NA,NA,NA
297202,Arenaria mandoniana,Wedd.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297203,Arenaria orbignyana,Wedd.,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10223",NA,NA,NA
297204,Arenaria parvifolia,Benth.,herb,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,"10218,10219,10220,10250,10223",NA,NA,NA
297205,Arenaria pedunculosa,Wedd.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297206,Arenaria pycnophylla,Rohrb.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297207,Arenaria stuebelii,Hieron.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297221,Aschersoniodoxa mandoniana,(Wedd.) Gilg & Muschl.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297222,Asemeia monninoides,(Kunth) J.F.B.Pastore & J.R.Abbott,herb,NA,NA,NA,0.833,NA,NA,NA,3,NA,NA,NA,"10218,10250,10262",NA,NA,NA
297223,Aspicarpa boliviensis,Nied.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297224,Asplenium escaleroense,Christ,herb,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,"10218,10250,10262",NA,NA,NA
297225,Asplenium mosetenense,M.Kessler,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297226,Asplenium recumbens,Gand.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297227,Asplenium trilobatum,C.Chr.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297228,Asplenium tunquiniense,M.Kessler & A.R.Sm.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297229,Astragalus casapaltensis,Ball,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10223",NA,NA,NA
297230,Astragalus cochabambensis,Gómez-Sosa,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297231,Astragalus micranthus,Desf.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297233,Astragalus urbanianus,Ulbr.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297234,Atriplex asplundii,Standl.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297236,Austroeupatorium chaparense,(B.L.Rob.) R.M.King & H.Rob.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
